"","ID","Name","Type","rConc","Name.1","Type.1","Value","Quality","Call","Threshold","In.Range","Out.Range","Peak.Ratio","X","X.1","Comments","PanelNumber","PlateName"
"10215","S58-A39","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"HPRT","Test",11.64493618,1,"Pass",0.023073164,80.10933479,999,1,NA,"HPRT","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10216","S58-A40","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IL-21","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL-21","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10217","S58-A41","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IL5RA","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL5RA","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10218","S58-A42","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"PTEN","Test",11.94365231,1,"Pass",0.023073164,77.94936592,999,1,NA,"PTEN","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10219","S58-A43","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"CCR7","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CCR7","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10220","S58-A44","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"ICOS","Test",999,0,"Flag",0.023073164,999,999,0,NA,"ICOS","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10221","S58-A45","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IL27R","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL27R","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10222","S58-A46","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"LY6E","Test",8.949041016,1,"Pass",0.023073164,80.25458601,63.28109599,0.988486237,NA,"LY6E","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10223","S58-A47","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"PD1","Test",999,0,"Flag",0.023073164,999,999,0,NA,"PD1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10224","S58-A48","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"TNFAIP3","Test",14.28525527,1,"Pass",0.023073164,81.65276917,67.14460372,0.966337081,NA,"TNFAIP3","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10225","S58-A54","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"TBX21","Test",999,0,"Flag",0.023073164,999,999,0,NA,"TBX21","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10226","S58-A53","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IL6","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL6","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10227","S58-A52","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IL25","Test",28.52959692,0,"Flag",0.023073164,85.33738099,999,1,NA,"IL25","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10228","S58-A51","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"ICAM1","Test",999,0,"Flag",0.023073164,999,999,0,NA,"ICAM1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10229","S58-A50","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"CD8A","Test",22.07481687,0,"Flag",0.023073164,999,74.95708363,0,NA,"CD8A","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10230","S58-A49","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"CCR5","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CCR5","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10231","S58-A60","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"TRAF2","Test",14.41963633,1,"Pass",0.023073164,80.66057948,999,1,NA,"TRAF2","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10232","S58-A59","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"RSAD2","Test",15.07308692,1,"Pass",0.023073164,78.95357328,999,1,NA,"RSAD2","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10233","S58-A58","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"MAP2K6","Test",999,0,"Flag",0.023073164,999,999,0,NA,"MAP2K6","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10234","S58-A57","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IRF1","Test",9.374556088,1,"Pass",0.023073164,80.97459233,999,1,NA,"IRF1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10235","S58-A56","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IFI44","Test",17.26130968,1,"Pass",0.023073164,78.83435079,67.3765898,0.901739544,NA,"IFI44","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10236","S58-A55","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"PDL-1","Test",12.02907389,1,"Pass",0.023073164,81.8662664,999,1,NA,"PDL-1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10237","S58-A66","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"TNF","Test",24.53559753,0,"Flag",0.023073164,999,83.56806184,0,NA,"TNF","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10238","S58-A65","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IL7","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL7","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10239","S58-A64","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IL27","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL27","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10240","S58-A63","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IFNG","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IFNG","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10241","S58-A62","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"CTLA4","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CTLA4","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10242","S58-A61","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"CCR6","Test",15.22330889,1,"Pass",0.023073164,82.07800076,999,1,NA,"CCR6","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10243","S58-A72","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"VAV1","Test",19.70513487,0,"Flag",0.023073164,999,85.00939175,0,NA,"VAV1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10244","S58-A71","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"SOCS3","Test",17.47784024,1,"Pass",0.023073164,88.14639283,999,1,NA,"SOCS3","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10245","S58-A70","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"MAPK8","Test",999,0,"Flag",0.023073164,999,999,0,NA,"MAPK8","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10246","S58-A69","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IRF2","Test",12.54546353,1,"Pass",0.023073164,79.00333355,999,1,NA,"IRF2","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10247","S58-A68","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IFI44L","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IFI44L","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10248","S58-A67","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"CD44","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CD44","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10249","S58-A78","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"TNFRSF1A","Test",13.53544117,1,"Pass",0.023073164,79.79716348,66.6635197,0.978064382,NA,"TNFRSF1A","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10250","S58-A77","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IL7R","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL7R","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10251","S58-A76","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IL2RA","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL2RA","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10252","S58-A75","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IL10","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL10","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10253","S58-A74","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"FOXP3","Test",999,0,"Flag",0.023073164,999,999,0,NA,"FOXP3","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10254","S58-A73","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"CD28","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CD28","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10255","S58-A84","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"ZAP70","Test",999,0,"Flag",0.023073164,999,999,0,NA,"ZAP70","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10256","S58-A83","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"STAT1","Test",9.952560028,1,"Pass",0.023073164,81.64798791,999,1,NA,"STAT1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10257","S58-A82","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"MX1","Test",15.8680749,1,"Pass",0.023073164,79.23245178,66.00334157,0.965983998,NA,"MX1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10258","S58-A81","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IRF4","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IRF4","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10259","S58-A80","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IFIT1","Test",13.85484696,1,"Pass",0.023073164,79.88700096,999,1,NA,"IFIT1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10260","S58-A79","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"CEACAM1","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CEACAM1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10261","S58-A90","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"TNFRSF1B","Test",18.79461833,1,"Pass",0.023073164,84.89628152,66.27913835,0.867596277,NA,"TNFRSF1B","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10262","S58-A89","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"NFKB1","Test",12.57730393,1,"Pass",0.023073164,79.12734007,67.35695912,0.975222572,NA,"NFKB1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10263","S58-A88","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IL3","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL3","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10264","S58-A87","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IL12B","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL12B","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10265","S58-A86","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"GAPDH","Test",8.364873498,1,"Pass",0.023073164,82.95474764,999,1,NA,"GAPDH","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10266","S58-A85","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"CD3E","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CD3E","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10267","S58-A96","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"ZEB2","Test",999,0,"Flag",0.023073164,999,999,0,NA,"ZEB2","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10268","S58-A95","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"STAT3","Test",11.2933342,1,"Pass",0.023073164,78.82869078,999,1,NA,"STAT3","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10269","S58-A94","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"NUR77","Test",12.91406443,1,"Pass",0.023073164,84.09168805,64.38453957,0.967538568,NA,"NUR77","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10270","S58-A93","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IRF7","Test",14.73654006,1,"Pass",0.023073164,82.14060669,999,1,NA,"IRF7","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10271","S58-A92","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IFIT3","Test",12.3011679,1,"Pass",0.023073164,81.93441903,999,1,NA,"IFIT3","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10272","S58-A91","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"CXCL10","Test",9.615870661,0,"Flag",0.023073164,999,81.3853001,0,NA,"CXCL10","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"10273","S58-A01","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"ACTA2","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10274","S58-A02","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"CD36","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10275","S58-A03","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"CD8A","Test",21.8585386863218,0,"Flag",0.021487681662316,999,74.9521097428222,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10276","S58-A04","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"CSF2RB","Test",23.0875012005766,0,"Flag",0.021487681662316,999,76.2685012773284,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10277","S58-A05","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"FGFR3","Test",17.8784204631563,0,"Flag",0.021487681662316,999,85.5929944076901,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10278","S58-A06","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"H2-DMA","Test",15.1792753285032,1,"Pass",0.021487681662316,82.0800802909117,65.5765246810489,0.914374924560208,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10279","S58-A07","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IGF2","Test",14.9939588793291,1,"Pass",0.021487681662316,81.450195163186,65.7924621778419,0.90019165485327,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10280","S58-A08","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"KDR","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10281","S58-A09","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"MMP9","Test",22.0840540156707,0,"Flag",0.021487681662316,86.3164065122372,66.2251003875827,0.798362669700186,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10282","S58-A10","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"PPY","Test",4.89150375216266,0.963834584054221,"Pass",0.021487681662316,82.5916755182068,65.5122453532421,0.926421408208432,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10283","S58-A11","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"TEK","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10284","S58-A12","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"TNC","Test",17.0115541022504,1,"Pass",0.021487681662316,84.2689886308657,66.2646215088983,0.8017622340633,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10285","S58-A13","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"ACVR1","Test",16.3024997125901,1,"Pass",0.021487681662316,79.421438756994,65.5430456699396,0.903978847421247,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10286","S58-A14","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"CD3E","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10287","S58-A15","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"CLEC7A","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10288","S58-A16","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"CXCL13","Test",14.3853875062326,1,"Pass",0.021487681662316,80.9599500426462,66.961979651517,0.902226506042401,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10289","S58-A17","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"FGR","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10290","S58-A18","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"HIF1A","Test",12.9130498850671,1,"Pass",0.021487681662316,75.7314671691562,65.7448619764649,0.9334050605785,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10291","S58-A19","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IL1A","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10292","S58-A20","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"KLF5","Test",13.0241991407913,1,"Pass",0.021487681662316,77.9671304614287,65.9980298118412,0.939604148171176,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10293","S58-A21","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"NFATC1","Test",13.9648991170127,1,"Pass",0.021487681662316,81.0549038245058,65.8665694248128,0.921952124952208,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10294","S58-A22","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"PTGS2","Test",15.3786341287061,0,"Flag",0.021487681662316,999,81.6861536891301,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10295","S58-A23","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"TGFB1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10296","S58-A24","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"TNFSF11","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10297","S58-A25","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"ANGPT1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10298","S58-A26","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"CD4","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10299","S58-A27","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"COL11A1","Test",26.6941083225959,0,"Flag",0.021487681662316,999,66.7756592581775,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10300","S58-A28","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"DES","Test",18.939105113856,0,"Flag",0.021487681662316,999,83.8965593365145,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10301","S58-A29","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"FLT4","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10302","S58-A30","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IAPP","Test",8.31923996122096,1,"Pass",0.021487681662316,84.208538392574,66.0184875420904,0.932615256171177,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10303","S58-A31","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"IL1B","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10304","S58-A32","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"LCK","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10305","S58-A33","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"NLRP3","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10306","S58-A34","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"PTK2","Test",14.2650250309149,1,"Pass",0.021487681662316,80.3093863754461,65.8197968178587,0.936828068106665,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10307","S58-A35","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"TIMP1","Test",17.626937449915,0,"Flag",0.021487681662316,999,85.0061174692966,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10308","S58-A36","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"VCAM1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10309","S58-A37","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"ANPEP","Test",14.239901538518,1,"Pass",0.021487681662316,78.6736649890213,65.8654854308066,0.925669056612027,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10310","S58-A38","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"CD44","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"10311","S58-A39","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10","Unknown",1,"COL1A1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
