"","cellSource","probe","age","SPA","SPAM","SPAMcell","cellType","kmeans.cluster","ADAMTS2","CD3E","CXCR4","RAC2_2","RAC2_1","RPL13A","FYN","TNFAIP3","CD53","CD44","B2M","GAPDH","JAK1","IL7R","CD52","TGFB1","CDC42_2","CDC42_1","STAT5B","NFKB1","TNFRSF1B","HIF1A","ZAP70","FURIN","IRF1","CD28","ITGB2","TCF7","CD8A","IFNGR1_2","STAT3","IFNGR1_1","CTNNB1","STAT4","CCR2","LY6E","TGFBR2","ITGAL","IFNG_2","IFNG_1","FFAR2","RAC1_2","RAC1_1","CXCL10_2","ANG","IL25","BCL2","STAT1","ISG15","IL12RB1_1","CCL24","CD40","IFIT3","PDCD1_2","PTEN","THBS1","IFI44","CMA1","IFIT1","GSK3A","CCR6","REG3G","CXCL10_1","CXCL2","F2R","LGALS3","CTLA4","IRF9","CCR3","CCR5","MMP28","JAK2","HMGB1","ITGA4","ICOS","IFNAR2","ICAM1","IL4R","TPSB2","RORC","CCR7","IRF4","SOCS3","GATA3","TNF_2","ITGB1","FZD1","BCL6","IL12RB1_2","PI3","IL1B","IL22","IRF2","VAV1","NR4A1","CXCR3","VEGFB","ZEB2","IFI44L","TNF_1","TNFRSF1A_2","TNFRSF1A_1","F2RL2","CCR4","GSK3B","NLRP3","CCL8","TYK2","TBX21","IFNAR1","GRN","CFH","OSM","C3_2","C3_1","IRF7","CCL3","CEACAM1","IL2RA","CAMP","CSF1","EGR2","LRP6","PTGES2","APP","WNT1","TRAF3IP2","FNDC4","PDGFA","TRAF2","PDGFB","CCR1","EGR1","AREG","TSPAN2","FGF9","MMP9","HLA.DRA","FOXP3","CSF2","PPARA","IL21","MMP25","CD274","LEF1","IL26","CD4","TGFA","PDCD1_1","ATOH8","HMOX1","JAG1","CRISPLD2","AIM2","IL2","IL4","HGF","NPNT","PPARGC1A","VEGFA","ENG","TGFB3","P3H4","IL10","IL17A_2","IL5RA","C5_1","C5_2","HBEGF","MMP2","TNFRSF21","RHO","IL17A_1","MMP24","IL1A","FGFR2","SDC1","CSF1R","CXCL9","DEFB1","ECM1","EGFL6","F13A1","IGF1","IL3","IL5","IL7","LRP5","PPARG","SYK","VEGFC","VWF","cohort"
"88","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_2R-I-CO-DESC-LPL_MAIT_5OPRU_F3",6,1.08264876,0,10.14978513,2.73734394,1.94809563,9.98362322,10.9777491,13.04009961,0,0,11.00081728,9.64030724,0,11.28218836,0,0,11.44864388,10.98019505,8.22807943,9.27909513,6.5867148,0,7.89572026,10.65927738,5.26325945,0,0,6.48568572,0,9.74227046,8.55308152,9.55710108,9.30229526,9.13088147,0,5.37434185,4.53850055,0,0,0,9.72408389,9.47872196,9.20234474,7.26467121,6.36906031,7.51451894,7.01520505,0,0,0,6.37769448,10.22652744,10.04375921,0.097089239999999,0,10.37195975,11.28312691,9.69248991,9.0179385,0,8.42197741,8.83340599,6.04306601,6.81883667,10.05487301,5.68833298,10.11284405,9.1624292,8.7736689,7.54393614,6.07688946,3.71973544,10.19517333,0,10.54878352,0,8.29361098,0,7.63969304,0,9.22170902,7.75801772,5.80129324,3.74746069,4.54913491,0,8.74484863,0,0,3.67711491,8.16381268,7.21377572,0,0,5.54468834,8.19018276,0,0,0.992517889999998,7.48902779,0,0,0,11.25574547,0,4.31031819,4.1621913,7.15866938,0,0,8.86144339,0,6.57766076,0,0,0,8.29011063,0,0,1.63086534,0,0,2.98756186,0,0,2.39287939,0,0,0,9.15312524,0,0,0,0,0,0,0,0,0.273752680000001,0,0,0,0,0,0,0,0,0,0,2.61404016,0,0,0,0,0,0,0,0,0,0,0,0,4.13949496,0,0,0,0,0,0,0,0,0,0,0,1.90305617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"332","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_2W-UI-CO-DESC-LPL_MAIT_5OPRU_F4",6,0,0,9.57167453,0.764675109999999,1.95502299,12.97610888,9.56302313,10.60304276,0,7.77855633,12.06313485,10.42547956,0,0,7.49127914,0,12.00845021,11.77665485,0,0,0,8.82403429,0,0,11.4613849,0,0,0,0,10.17829587,0,10.06799577,10.38589771,0,0,9.6047588,7.95986909,0,0,0,9.73850427,10.47551672,10.2879927,8.69846291,8.81918402,10.0960773,0.229184629999999,0,0,0,4.33703637,9.12836578,10.5557081,2.02316957,10.80096142,10.84781865,11.35717914,9.73715073,6.18952866,0,10.11647124,8.20196929,9.71990716,11.0811738,11.07262824,7.91333275,10.33119508,7.10810669,9.38797128,0,5.39856383,8.0602941,8.77540003,0,0,0,12.03426165,0,0,0,9.41156538,0,10.23366346,0,7.04698808,0,7.52113095,0,0,3.48486636,0,6.68242511,8.9786177,0,4.08959031,0,0,10.1234128,5.1566623,1.95834715,7.73729708,0,5.20648907,11.8474658,0,6.84054557,13.2061617,1.01297684,0,9.74094286,0,10.17110765,0,11.16330199,11.0867729,5.3968037,8.16152458,1.38646134,0,0,2.08731649,0,7.56991168,0,0,0.9696474,0,2.34757674,0,0,0,0,15.973186336,0,0,0,0,0,1.16772192,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50693116,0,0,0,7.33781655,0,8.92288451,9.81365224,0,0,0.562989429999998,0,0,0,0,0,0,9.59135402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"60","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_1R-I-CO-DESC-LPL_MAIT_5OPRU_A1",7,0,12.67995527,14.145177091,10.46410429,10.17651343,12.11710766,11.4499657,13.9588824,11.01468492,9.65519049,14.835626459,12.05758878,11.95143639,14.546968516,11.34921053,11.12759506,12.33015146,11.8649461,8.39596304,8.82043186,8.00606534,10.63126499,0.567884039999999,8.75638729,10.47701603,11.47096253,7.88056935,6.28872622,4.48612111,11.04973275,5.073147,10.77073872,9.08014367,9.10260085,0,6.69073539,8.27350863,6.27481054,10.5255107,10.29650788,7.95873146,4.48060839,4.53110743,5.62931144,9.43074296,8.64418492,5.51174315,11.50853303,4.35150767,0,4.96214581,8.46981485,9.40304264,10.91356147,0,9.40523866,7.95393373,8.41658969,8.19581299,8.99478189,9.04776381,7.70295713,6.24833562,4.99678745,10.45099298,0,8.76704607,5.78679158,8.49561771,10.16031263,5.63439344,6.16151395,3.44663658,8.69143321,0,0,9.91862348,0,0,0,8.11496939,8.80257852,3.73621755,6.29259057,4.42545084,7.76807252,0,8.1852409,0,2.55813051,2.61679016,2.44138842,6.92786499,0,0.603696880000001,6.34575258,0,8.01565621,0.16725053,1.6612629,9.38920464,7.73268734,0,10.88400681,8.03969333,3.59633406,0,4.7353872,0,0,0,0,9.91622637,0,0,0,2.89858195,0,0,0,0,0,0,0,7.41174983,0,0,0,0,0,0,0,2.04382678,0,0,0,0,10.07794064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03940759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"102","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_1R-I-CO-DESC-LPL_MAIT_5OPRU_E1",7,0,11.05096384,13.34299398,9.739583,9.00229984,9.90765782,11.93231272,14.341251524,11.02187491,10.69484186,12.30222363,12.05068536,10.6972336,14.137714309,0,12.00016087,13.00453143,12.19584398,11.31663646,12.34089315,9.28164185,11.97866872,0,12.67021526,0,8.4110144,9.5320232,1.41186644,7.06090555,10.25057719,8.53318534,9.58432304,9.34312646,10.174995,0,6.90432493,0,9.71294121,9.20775551,8.93488029,10.04692311,9.43879974,8.33962281,7.65443976,10.15659653,9.51032101,4.09380808,9.72245864,9.21586713,9.42717447,5.38080586,9.45872305,8.74479468,10.63551137,2.38825531,10.46186745,10.01576971,8.94978304,8.5385982,8.54730839,7.29374475,8.80486315,5.4296476,5.95893897,9.74045848,0,12.82852296,8.60651292,8.72520777,9.74935122,6.80730384,7.38294923,9.58168195,9.36868415,0,0,8.47651002,8.45295293,8.19110932,0,7.60597366,8.89679538,5.49362751,0,8.68479829,4.10809905,9.73231248,0,3.67502778,3.27777101,0.932763829999999,2.31322182,0,9.40007204,1.28000802,7.55946953,6.49270129,0,0,8.29299784,0,0,0.59874937,10.18572745,0,2.2756224,0,0.981081450000001,8.98492393,0,6.43066406,0,1.31000666,0,0,0,7.71879893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"190","tissue","RUS012","uninfl","tissue.RUS012.uninfl","tissue.RUS012.uninfl.FR","tissue.RUS012.uninfl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2W-UI-CO-ASCN-LPL_MAIT_5OPRU_B7",7,0,12.24670435,12.73352909,12.94878832,12.08378393,13.52115291,11.19758379,11.404671,8.43897616,11.94510147,13.6975776,14.316777476,8.65758254,13.61183938,8.21642068,13.60654975,12.817013,12.12613266,10.02722397,11.10935784,8.78062469,12.25467117,9.97926913,9.33887684,8.9067271,12.07548428,6.54218006,9.92236284,7.37870578,11.67143404,7.79953235,10.85779133,10.33243373,8.52653078,0,10.12444388,0,8.36386294,15.525931408,15.06393119,10.07590614,10.50765663,9.65464406,8.97740551,10.40309212,9.57182455,8.4043086,8.93142527,6.99208775,0,5.65666376,9.23242094,9.22798124,9.99256667,9.13716032,11.29793172,9.31839621,9.96108259,9.43234516,7.1038719,8.60837969,8.76817706,7.16701661,6.33908961,10.41852264,0,9.71070534,9.05212686,8.94647192,0,7.57406845,7.00928665,9.32922954,0,0,0,8.2499807,7.84004043,8.14041367,11.10253701,9.66274128,0,5.44656928,0,10.64195271,0,9.60246173,0,0,3.5383076,4.38067721,3.88469821,0,0,8.47732686,10.75684099,0,0,2.52624191,9.66619368,7.37338726,2.65660642,0.3648159,10.60363523,0,1.52570039,0,0,10.98631407,0,7.46752718,0,2.26063382,0,0,0,9.22741665,0,0,0,0,0,0,0,7.96352314,0.57107439,0,0,0,8.61768266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98200987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57952364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"107","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_1R-I-CO-DESC-LPL_MAIT_5OPRU_G2",7,0,10.73050832,13.18503357,10.50072882,9.85146718,11.65243583,12.13314944,14.773573374,10.2180306,10.55500869,13.26907674,11.43425236,11.22933877,14.495866673,9.24275909,12.74547667,13.27394252,12.86245334,11.42981317,11.26103414,10.66223876,11.0641815,7.0154444,12.30828364,9.67067994,9.76577226,0,0,8.84483151,13.47895617,9.62045682,12.90959507,9.35628113,8.69627921,0,10.02865135,7.04239826,0,11.95637352,11.9050948,9.90938276,11.47006383,10.53499532,8.80418498,8.66047081,8.25381286,0.53502056,12.85066651,7.02374172,9.16081258,6.522285,9.29764715,8.4045188,11.97157736,0,12.6758531,11.08864794,9.51026756,8.52878442,0,8.53528136,8.40998359,8.30691917,6.29624192,10.09002337,0,12.72567935,9.19522968,8.5224501,10.852681,6.95775157,0,7.06161828,10.38256495,13.49979189,0,9.59513576,9.99027176,8.29490968,0,8.46774171,10.02744876,8.49005438,0,5.57599853,0,8.57036295,11.28775839,2.62526896,3.21781887,1.55271653,0,0,8.94210791,8.54219074,0,7.32115461,9.99318736,0,5.27174374,0,0,1.17134051,10.4494016,0,0,0,7.28676796,9.58000217,7.28581303,1.07578072,0,0,0,0,0,0,0,0,0,8.61195199,0,0,8.29478208,0,0,0,0,0,1.29624205,0,0,0,10.54426687,0,10.3140573,0,0,0,0,0,8.37022982,0,0,0,4.38950852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"67","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_1R-I-CO-DESC-LPL_MAIT_5OPRU_D2",7,0.516324829999999,11.33812848,14.759184831,11.14484916,11.09784216,12.69194985,11.63445774,15.509084365,11.83386569,10.30712745,14.333165822,10.3877135,11.69576121,14.043936901,8.67826017,9.17027567,12.46383826,12.08870067,9.12957327,7.63949866,6.4433039,8.54477135,9.97228678,2.47767416,10.97987032,7.91967662,7.78068756,2.04665499,7.42147772,11.14942754,6.5612274,10.7735304,10.65085957,8.49112238,7.64846579,9.35289651,6.3963732,8.58472713,10.2213981,9.7848434,9.91527059,5.97942503,6.76700605,6.32377755,9.92984653,8.83465547,10.71774421,8.51354744,6.83999396,0,7.28333216,9.84857322,9.66462842,9.01062898,8.18034362,9.04080409,10.99229866,9.28515901,9.60669998,7.69255661,9.4493,8.43119538,6.1978192,6.19569633,9.97910869,3.59438841,9.129506,8.52481554,9.0144945,9.38682588,5.34361173,5.97505823,8.79135986,10.23148325,12.26503972,4.95348811,7.09388762,0,2.09918335,7.44933744,8.56804467,0,6.70023937,7.73326005,6.67160129,8.18505861,6.52781171,0,0,3.34766208,7.47404498,3.0259125,6.32622511,8.79282099,6.31662884,7.68185888,9.14644263,0,2.13814384,6.99905584,6.98971809,0,0,10.90401374,0,4.13226518,3.93559003,6.55211593,0,7.74152797,3.97767932,0,5.01377421,3.33210196,4.10285686,0,6.45047207,0.345687720000001,0,3.06021708,0,11.93003875,1.93202972,8.32707013,0,2.45911115,0,0,0,0,2.48541997,0,0,8.86750567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227500979999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"73","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_1R-I-CO-DESC-LPL_MAIT_5OPRU_G2",7,0,10.00942685,10.3258441,10.48599593,10.14374337,11.38741039,11.25101885,12.11356463,7.19049327,8.49844032,14.729388394,11.83800756,8.78003742,9.29957225,8.66354665,11.89741798,12.18619818,11.4363837,10.65613108,10.65049432,0,10.53925331,8.4574769,11.11522846,8.77388308,9.22003818,0,0,7.8988647,8.78301096,9.50164522,8.45931764,9.68344876,9.89870427,0,8.05748377,6.71903749,8.34508039,11.15816131,10.79987424,9.80253963,10.10608652,9.70081432,7.95579286,9.75751041,9.37319954,6.87817671,7.61817638,7.05570349,8.74611423,6.59173673,8.25009561,9.51464483,10.36349227,0,9.88882663,10.05744443,8.93846701,8.26522431,0,8.08248764,8.84936349,7.53643625,6.1309965,9.67055686,0,11.55463983,8.69032264,8.59107431,6.95148194,5.84244997,5.54303957,9.76092912,8.96707964,8.68898755,0,7.48423568,8.76800297,6.83414543,0,8.53819947,9.85697046,5.9656976,0,5.99321087,7.89401718,9.18863445,0,3.64284261,3.52452024,8.04087753,7.48734123,11.17273015,8.70870623,3.16739974,7.30685626,7.30268092,6.83226232,3.91334025,7.1906152,8.31691083,2.51962252,0,10.61285738,0,7.47088062,5.91247994,3.53867741,0,8.00116677,0,0,4.1034973,4.02616544,3.85291774,3.6338254,6.75961813,0,9.21664394,1.83372205,0,0,3.71996174,8.24757651,0,0,0,2.24228888,0,0,0,0,8.32444666,0,0,0,7.10208346,0,0,0,0,0,0,9.91446168,0,0,0,0,0,0,0,0,0,6.65452258,0,0,0,0,0,0,0,8.21301906,0,0,0,0,0,0,0,0,0,0,0,0,5.57738453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"152","tissue","RUS012","uninfl","tissue.RUS012.uninfl","tissue.RUS012.uninfl.FR","tissue.RUS012.uninfl.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_1W-UI-CO-CECU-LPL_MAIT_5OPRU_H5",7,0,12.41267867,12.17582892,11.6993153,11.21519225,12.05901099,11.99209271,15.374977089,9.66465611,11.41575228,15.187351449,13.17499818,12.15557568,11.41711261,10.65234708,11.49023996,13.04599517,12.17265036,12.34793875,12.97684112,11.11801812,9.43923369,9.03972733,11.23879505,0.282700429999998,11.20263187,5.6924067,8.46857305,7.84521088,10.64327143,8.61468448,10.25037996,10.70648478,11.46722879,0,4.08130658,5.32723325,9.4413014,8.68636347,8.36050307,9.86257151,10.47704532,9.64773586,7.83079899,10.33318178,9.62437897,9.15110756,0,6.8013954,8.31425408,7.05590488,10.47473892,9.63422691,9.77222868,4.84879037,9.86128609,9.95696129,9.46508822,9.13656727,7.01784748,9.68440064,8.875338,8.29305927,5.85133395,10.55281083,0,11.8441402,7.92560134,9.01241755,9.19419345,7.47653709,6.69680406,9.94285718,10.02136479,0,3.53640408,8.6014887,8.48692145,6.67374987,12.08229451,9.03457554,12.67416877,7.45702181,8.71359999,10.94373643,0,9.39956912,11.13225883,3.90966873,4.46900525,6.5679603,7.76772198,0,0,6.12082459,9.76720656,7.64929583,0,3.2203605,9.82806344,0,0,0,10.93918094,0,6.79115097,4.24959559,4.4812529,0,0,7.29018139,0,2.33941106,2.98471153,3.27323705,3.28550589,5.70524645,1.85644327,0,1.63872337,0,8.46510325,0.498537349999999,0,0,0,10.99374194,0.0232530100000012,0,8.16260668,0,0,8.97474223,0,0,8.14497996,0,8.05678168,9.59844775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"86","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_2R-I-CO-DESC-LPL_MAIT_5OPRU_E3",7,0,11.55145533,15.210118948,12.58898689,12.34206104,13.08200584,11.19937025,16.001375442,10.25356924,11.57242265,14.659037283,11.72469971,11.23769363,13.542026,10.20139766,7.898826,11.48014687,11.01937789,9.72030364,9.43485298,7.81817667,9.18053321,8.60234757,5.43811245,8.15856911,10.23688239,7.69028689,7.20756168,6.34138484,12.1323981,7.40981837,11.89635164,9.66194,8.72085148,0,9.46616486,5.48096779,8.01560015,10.87078405,10.57982135,9.64417159,10.18107063,10.11662688,8.1651854,9.00056373,9.45224195,7.4516579,11.17312591,5.91303931,0,6.45334027,9.51834542,9.62189732,10.18263346,8.8420826,8.71725042,8.70740287,8.68067378,9.32108466,0,9.17412779,8.08730346,7.39942791,6.04576286,9.5117503,0,9.35896771,9.46791982,8.74385119,9.954496,6.41480289,7.45247804,7.93962074,8.26731115,8.04926672,4.71801114,8.42918231,0,6.69214558,5.64458656,9.30161958,11.27484882,0,7.18932488,12.71849051,0,8.1580007,0,0,2.59388856,7.64097741,5.93882944,8.27522404,0,11.23771014,7.78490963,5.62971487,8.72806542,3.5869938,12.30366174,7.43967761,6.62198284,0,11.08345654,0,4.30297947,5.84425368,8.34359826,0,0,7.69936241,0,2.67986674,3.03295578,3.14487667,4.70994911,6.18693711,3.34770149,0,2.49106225,9.78676475,0,1.33840605,9.74294384,7.02674231,9.43042399,0,0.833804130000001,0,0,0,0,13.57156151,11.08718688,0,0,0,0,1.27932404,0,0,0,0,0,0,5.17528309,0,0,0,0,0,0,0,7.47338932,0,0,0,0,0,0,6.68341976,0,1.0017398,0,0,0,0,0,0,0,0,0,0,0,0.24946628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"165","tissue","RUS012","uninfl","tissue.RUS012.uninfl","tissue.RUS012.uninfl.FR","tissue.RUS012.uninfl.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_2W-UI-CO-ASCN-LPL_MAIT_5OPRU_E8",7,0.0803889899999994,11.89369152,13.12169222,11.0670066,10.62052533,12.86410399,12.91291135,12.9837216,11.07754957,10.78059763,14.920133584,12.67948182,11.89522391,11.71586622,9.22037514,11.84359281,13.98046951,13.06610535,11.41284444,12.64820532,9.55135412,11.89032344,9.45973969,11.69650921,3.93705514,11.25788469,0,9.5314158,0,10.43345165,9.36273906,10.0106606,9.50085038,10.18070252,0,7.42566897,9.80721483,7.44617588,8.80979407,8.53116533,9.28313481,10.29037007,9.90876688,8.15299244,10.53425055,9.67728879,9.09601144,0,8.94240057,7.55392827,7.5988448,10.10452707,9.83760205,9.51566198,0,12.08784995,10.58918351,9.72420659,9.68549631,8.73487887,8.28869255,9.16412773,7.23314071,6.74398244,10.4078985,4.61036011,10.25100928,8.97738294,8.99190292,0,7.35043681,6.00646544,10.20956196,0,11.04450676,0,10.6842632,0,7.41953158,9.87252802,9.52955306,11.7975284,6.8173191,0,10.85570266,0,9.44051594,7.81571582,2.79940422,4.4085388,8.87233026,6.83582618,8.2346548,0,8.25472316,0,6.7332443,10.88097405,5.42806538,10.48107511,9.0708226,9.56786205,0,11.28503161,9.75394826,5.73812954,7.19587106,2.68398804,0,0,0,0,5.6654428,9.39378939,9.07197215,2.22319715,8.70535801,3.82553515,5.26488571,2.66195463,0,7.34922314,1.2974417,0,0,2.37933953,0,2.92491023,0,9.53381973,0,0,10.3484629,0,0,0,6.12480678,0,0,0,0,0,0,7.51206576,0,0,0,0,0,0,0,0,0,0,1.40918922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70697059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"142","tissue","RUS012","uninfl","tissue.RUS012.uninfl","tissue.RUS012.uninfl.FR","tissue.RUS012.uninfl.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_1W-UI-CO-CECU-LPL_MAIT_5OPRU_C5",7,0,10.99467196,14.364885827,11.48396259,11.32803067,11.9845575,12.82566617,14.491673857,9.69384972,11.48038642,15.01977972,13.61930231,12.37648198,13.28510721,9.50053272,10.35561155,12.33688261,11.76218244,11.72321496,12.76670978,8.85204943,11.16841772,9.584048,12.54254713,3.77911528,12.01880042,8.63377392,8.11050001,7.06770522,11.65657147,10.19160127,11.54747557,10.34321193,9.67418419,0,9.48417945,6.95891259,0,10.12881511,9.98830601,8.50653032,10.22856284,10.0944608,7.95045739,7.80804607,9.58536147,8.57443771,11.53019323,6.17324554,0,6.73679148,9.91487869,9.53454252,10.60286552,7.5793671,13.79683588,10.30799695,9.00630575,9.32132179,0,9.55642129,7.32047454,6.80192902,4.74877285,7.60362998,0,12.46172095,8.80382532,7.97237794,8.60431725,6.24774274,7.4904173,8.527081,0,9.82822423,3.39375511,9.96512756,0,5.30360428,10.24838072,11.82082181,9.88449951,5.73767385,8.61634952,0,9.25182942,9.03009762,9.87230295,0,2.44979141,7.29903856,3.98663949,0,10.46099541,9.106143,7.56590162,0,9.39540328,4.47808207,0,6.84259465,8.12692237,0,11.92262459,7.25391999,6.35101692,3.56447078,6.69882838,9.27287979,0,6.43132392,0,7.80849518,3.17910388,3.52067854,0,9.20181864,0.511895719999998,6.05486847,2.15956936,0,10.40783584,0.103569409999999,0,5.60063548,7.70768542,0,1.8410233,0,0,0,0,0,9.42958211,0,0,0,11.1642179,0.0686531399999986,0,0,0,0,0,0,0,0,0,0,0,0,0,8.70386636,0,0,0,0,0,0,0,0,0,3.95400484,0,0,0,0,0,0,0,0,0,0,0,1.43913313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"113","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_1W-I-CO-CECU-LPL_MAIT_5OPRU_D11",7,0,12.06908539,14.395847206,12.53000601,11.91021659,13.03562959,13.61924136,15.372025917,9.46913924,12.4035049,14.137125812,14.247816734,12.59502044,14.766620492,9.50027101,13.32642057,12.91535427,12.59623448,12.21376677,13.53294298,10.28387875,10.61439197,7.65685477,12.60538844,7.9685758,10.78881309,0,8.76087732,9.30645512,10.78347582,11.72289149,10.13292447,11.58060003,9.45056714,0,8.91420481,9.06555049,7.80534986,10.34592739,10.19136785,9.63571754,10.82519415,10.40323073,8.47121742,9.88031556,9.46675246,9.72669631,8.7825567,8.35560563,9.70320947,6.17204914,9.20120646,9.16998567,12.49915342,9.49607837,13.77022156,10.53542028,9.53344155,9.31542409,6.97385533,8.84381956,8.78781782,7.05986846,6.34218014,9.57971495,0,11.4716523,9.88411637,8.91068025,8.23581726,6.44348032,6.62790962,8.51604313,10.53796186,11.90076024,6.05790721,8.03680202,10.6537279,6.81638149,13.45757563,8.85398526,11.21567239,7.279928,7.37018089,9.9417098,9.47211848,9.35313024,8.33470375,3.74075034,3.69889125,3.055455,4.18953788,0,0,4.42185529,7.646605,0,9.93039026,0.612971170000002,9.33283689,0,0,0.238770649999999,11.8209043,9.1435617,4.29521652,0,7.78379055,0,0,0,0,4.11373374,0,0,0,0.77699762,2.07577863,10.18555834,0,0,0,0,0,0,0.411753000000001,0,0,12.69523521,8.56451087,0,0,0,12.79117819,0,0,11.14198652,0,10.72046186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16558796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
