"","cellSource","probe","age","SPA","SPAM","SPAMcell","cellType","kmeans.cluster","kmeans.cluster.1","ADAMTS2","CD3E","CXCR4","B2M","FYN","RPL13A","RAC2_1","CD53","IL7R","RAC2_2","CD44","TNFAIP3","CDC42_2","JAK1","CDC42_1","GAPDH","TGFB1","CD52","NFKB1","STAT5B","HIF1A","ZAP70","TNFRSF1B","FURIN","IRF1","CD28","CD8A","CTNNB1","THBS1","STAT3","TCF7","IFNGR1_2","STAT4","IL25","TGFBR2","REG3G","RAC1_2","LY6E","RAC1_1","CMA1","ITGB2","FFAR2","CCL24","IFIT3","IFNGR1_1","ITGAL","CXCL2","ANG","CCR7","CD40","CCR6","BCL2","CCR2","F2R","CCR3","CXCL10_2","PDCD1_2","IRF9","IL12RB1_1","MMP28","IFIT1","ICAM1","FZD1","GSK3A","PTEN","IL1B","IFI44","ISG15","CTLA4","PI3","TPSB2","HMGB1","CXCL10_1","SOCS3","TNF_2","IL22","CXCR3","STAT1","ICOS","ITGB1","RORC","IFI44L","JAK2","NLRP3","ITGA4","GATA3","CCL8","TNF_1","IFNAR2","CCR5","IRF2","NR4A1","CEACAM1","CCL3","LGALS3","IL4R","C3_1","C3_2","ZEB2","CAMP","IL12RB1_2","GRN","F2RL2","BCL6","FNDC4","IRF4","VAV1","LRP6","VEGFB","WNT1","IFNAR1","TBX21","TYK2","GSK3B","TNFRSF1A_1","TNFRSF1A_2","OSM","IRF7","CCR4","CFH","PTGES2","IFNG_2","IFNG_1","IL2RA","CSF1","EGR2","FOXP3","APP","TRAF3IP2","CSF2","PDGFB","PDGFA","EGR1","CCR1","CD4","AREG","TRAF2","IL26","TSPAN2","AIM2","MMP25","CD274","LEF1","PPARA","TGFA","FGF9","ATOH8","IL17A_1","MMP9","HLA.DRA","P3H4","CRISPLD2","PDCD1_1","SDC1","TNFRSF21","IL17A_2","IL1A","IGF1","HGF","NPNT","PPARGC1A","IL10","RHO","JAG1","TGFB3","C5_2","IL21","ENG","IL5RA","IL4","HMOX1","C5_1","VEGFA","IL2","IL3","MMP2","HBEGF","MMP24","FGFR2","CXCL9","IL7","CSF1R","DEFB1","ECM1","EGFL6","F13A1","IL5","LRP5","PPARG","SYK","VEGFC","VWF","cohort"
"453","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1W-UI-CO-SIGM-LPL_MAIT_5OPRU_H1",6,6,0,10.34356838,14.817318077,14.422304257,12.17108074,13.0733723,8.77043257,9.0167883,13.52026707,9.46756458,10.09930404,15.396711344,12.1867902,9.94928879,11.62463776,9.83382309,11.26162406,10.37663819,10.06478505,6.8773551,9.58580124,6.35171467,6.48118101,10.1191772,0,9.51302425,7.30115899,0,8.71439544,8.5539699,7.74226406,9.07269844,9.44644919,8.9566651,0,3.12426877,9.83359212,7.66106877,8.96711341,6.46664628,6.11884762,9.40181769,3.09268933,7.44150833,8.66886103,7.54798669,3.78309149,7.49905924,9.10427675,7.53743029,7.96355708,7.23648525,0,9.53815485,8.11046439,2.20002526,9.18177321,6.24639738,4.99308711,4.99277267,8.4487737,4.16611163,8.15599016,6.94251791,8.2194815,0,8.96750873,4.58768068,8.91541406,0.476219690000001,2.96824217,6.67497404,2.56121367,6.99349561,4.0515502,0,7.9224528,0,8.25629208,9.99553935,7.49329743,0,4.06205053,0,0,0,0,0.228624610000001,0,0,5.29840162,5.95882018,0,0,4.02136251,8.96911875,0,0,0,0,0.0683851000000004,3.85741077,1.18599881,10.25799423,0,0,6.08460886,0,0,0,1.58185395,0,5.11016935,0,6.34356758,7.18599728,0,3.53005999,9.41306473,0,0,0,0,7.0350518,0,0,0,0,6.38234705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75339685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"44","blood","RUS012","blood","blood.RUS012.blood","blood.RUS012.blood.FR","blood.RUS012.blood.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_BL_MAIT_5OPRU_C12",5,5,0,10.94131073,11.44595894,12.24206257,10.00758564,13.19187914,10.50932138,10.18456249,14.13397948,11.28563713,9.18805375,10.34010995,11.08910717,8.50225688,10.33794057,10.14987727,9.70648325,10.57056532,0,7.58838862,9.90241193,9.18872204,8.11878253,8.10999053,6.52198974,8.02450943,0,0,9.61936322,0,9.61442313,9.79567944,7.45060036,9.06427456,6.51223096,8.24569093,8.92334944,8.45615278,8.06514972,8.73371234,8.13231895,9.42741909,5.68411305,8.45884881,9.08344461,0,4.06289447,9.49432781,7.94297752,7.19761292,8.7717702,9.77110365,7.42459935,10.23695526,8.03333375,6.30660922,7.68027947,8.60288471,0,6.17332553,8.85775073,7.13074804,8.85390031,8.02811233,8.92009864,0,8.89669474,3.95998793,8.63499416,2.59555181,7.41648404,8.91999972,4.54957186,6.13446891,5.49462126,3.87298289,7.1696407,0,0,8.43873685,7.4678636,0,7.87564466,1.00001918,8.0459005,6.74860971,0,2.48138789,0,0,7.54073893,1.72083371,0.325218830000001,0,5.11836432,0,0,0,0,0,0,6.44229137,0.464976400000001,0,0,0,0,0,0,0,6.37144727,0,0,6.3919363,0,0,0,6.35402229,9.7133426,0,7.69627623,0,0,0,0,0,0,8.05108335,7.69263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93999848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"402","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_1W-UI-CO-SIGM-LPL_MAIT_5OPRU_C3",1,9,0,10.55639539,14.840816217,14.322571876,12.13691453,12.72465924,11.18241386,10.80631947,15.167336153,11.08359506,9.10383809,14.812404752,11.46354365,11.60497683,11.55863281,10.62777164,8.03118212,9.4428707,3.35148799,10.78358189,10.33353046,6.75992296,8.1311895,9.72479804,7.16445954,0,5.43380325,10.71029347,10.53098684,8.81553793,0,13.06296157,0,5.5330355,9.64009913,4.27588098,8.20457202,9.15296319,8.25593053,7.12323943,0,0,2.3699905,0,13.08548432,0,0,4.83355209,8.06889284,7.84546915,7.13618836,7.16829242,0,6.18011875,7.72430658,6.23046299,11.5324804,6.7158883,8.43803351,4.03169481,8.7763492,7.47943469,6.13791096,8.66010942,10.7656396,2.45738742,9.07961204,0,9.21082981,0,0,7.20092495,7.50852022,4.12492616,3.66418869,4.96011806,0,6.41023549,8.74773168,0,0,2.68396897,5.54900388,0,0,7.60672906,5.3273324,2.11994953,0,0,0,8.28768644,0,2.14407244,6.33562137,0,3.0691096,1.40009415,6.58251339,0,2.46836243,3.72829007,2.15591457,0,0,0,0,0,7.34485873,0,8.91585847,7.75205389,7.1722738,0,0,0,8.62009574,6.93799572,11.09321686,0,0,0,0,0,0,0,0,6.93607678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3258775,0,0,0,0,0,0,0.67891084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39821786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"330","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_3R-I-CO-RECT-LPL_MAIT_5OPRU_A10",1,9,0,11.9960035,14.629029918,14.239700695,11.59300729,13.35818028,9.75728415,10.39844175,14.371576547,9.94825793,11.00330966,14.746815296,11.31221197,10.49403362,11.01272126,12.01440829,10.82998222,11.01885958,11.33536396,11.58350037,11.11519625,5.2744076,6.44297033,9.48826314,9.02964555,9.41070042,6.19801345,10.54581423,7.19214222,7.0681001,6.91653787,13.16000543,8.63818281,6.26907164,9.63310964,0,4.60407346,0,4.00180478,4.23045191,0,9.00567683,0,8.72745474,13.03386264,9.73163657,1.55054409,6.64278688,6.48953405,7.38532763,8.91389889,9.71221115,0,9.63418634,2.8837093,4.50169372,8.26766593,0,6.83608059,5.17351855,8.4855623,8.2467322,0,4.20146228,8.23729229,3.42185159,8.73517461,8.4067987,0.718186110000001,2.7011854,0.909672579999999,6.68995915,5.50162803,3.3268745,6.96844198,0,0,0,0,9.09992916,0,4.16348169,6.50925886,3.41294771,6.30734012,0,2.6412539,7.88967498,0,8.37132248,8.74899817,10.49061397,0,0,5.94433654,8.99068353,0,0,0,0,1.49482319,0,3.16621421,0,0,0,0,0,7.39862996,0,0,0,0,0,5.9388116,7.61542757,0,5.93518038,10.92498749,0,0,0,0,0,0,0,0,0,0,0,0,0,10.88197001,0,0,0,0,0,0,0,0,0,0,6.8483583,0,0,0,0,0,0,0,0,0,0,0,0,1.25377159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15034485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"359","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_E7",6,6,0,10.72941085,14.60750088,14.986649206,10.69416248,12.71758142,10.95413147,10.18342126,13.79727595,11.78893551,9.80627976,14.099752524,12.58107705,4.58335403,12.03552621,10.03587868,8.62586728,9.68720317,9.45363035,9.02637121,0,7.62388825,0,7.20003917,7.11126531,0,4.98192022,0,10.10522824,0,6.29829985,13.65670328,6.71799448,9.28726904,7.98026784,8.32079422,10.03830106,8.08958358,9.38571454,8.95300802,8.69271301,9.49172427,4.56235995,8.97295149,12.99769639,7.87283256,6.43876027,6.16282951,8.74757366,9.12525434,8.20944779,10.13025498,0,9.85081371,8.65287784,6.23509519,9.59619788,8.55167104,7.48176235,7.30648314,8.1174815,9.31088788,9.31091414,8.73572438,9.72566969,0,9.97097567,0,8.28806158,0.78389206,7.61744328,0.371900799999999,6.23836569,5.92778949,9.79488056,0,7.99068367,7.77879791,0,9.22777975,0,0,6.08555347,0.31930053,0,0,0,7.17985906,0,7.41434131,0,6.68576249,0,0,0,6.45877443,0,0,0,0,1.45637609,6.61967055,2.95288816,0,0,0,6.5165545,0,0,0,0,0,0,0,0,0,0,0,9.58541339,0,0,7.88440343,9.61736591,0,0,0,0,0,0,0,0,0,9.03958691,0,0,0,0,5.76406381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"134","tissue","RUS010","uninfl","tissue.RUS010.uninfl","tissue.RUS010.uninfl.FZ","tissue.RUS010.uninfl.","FZ_RNA_UCM_HU_20211027_P1_SEEP05_CH_JD_RUS010_2W-UI-CO-SIGM-ALL_MAIT_5OPRU_C9",7,7,0,0,11.39997934,8.65558314,0,12.2355801,0,0,0,0,0,0,15.343421074,0,14.540002609,11.45357897,0,0,0,0,0,0,0.94349905,9.01496916,6.11364322,0,0,0,13.95981249,0,5.50472903,9.05352624,0,12.02225649,0,12.90380969,12.67606212,9.06976296,11.32181516,12.22082529,0,12.74480799,8.87840792,13.16975614,7.9230791,0,9.31952702,13.45760099,12.00958624,11.67918687,11.917476,10.95932501,0,14.151213519,12.53032435,13.32888361,11.68242198,11.18438977,0,11.20316478,13.33166257,9.07847585,11.80276568,0,7.5054557,12.35750253,14.055442951,0.40841679,13.04432143,8.70724815,10.49978976,13.85305979,12.12879395,7.99425856,10.39553133,11.6052022,8.67003386,0,6.09764643,0,0,11.0240833,12.49588643,9.59139329,0,0,10.07301467,9.61361059,0,0,0,5.57960675,6.98444251,10.88626747,0,0,7.5192859,7.27721949,0,4.78745917,0,9.71518031,8.52954535,0,5.92158424,0,0,8.31475591,2.15790524,2.20427288,3.05395236,0,2.91332071,0,0,0,6.24674576,0,10.09236215,0,0,0,0,0,0,0,2.4553277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68627198,0,0,0,0,0,0,0,0,0,2.89175195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"365","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_H7",6,6,0,11.18061433,10.58194656,14.42947188,8.27192304,12.78876494,8.96242234,9.35518835,13.66506648,9.56463481,0,14.498051869,11.06001254,10.28648875,10.69200157,11.12892509,7.08293025,10.7944835,8.08082703,6.31649375,7.92792103,9.11639377,5.34933882,0.77629099,0,9.15314711,0,10.6927528,8.25544414,6.30875648,8.16869231,10.97812478,0,8.18392096,8.86338844,4.34365348,9.37924999,8.64375932,8.60933243,6.4732662,7.05057971,9.5161604,3.813967,8.6276984,10.67757758,10.98413822,1.739473,9.06802285,7.38945487,7.09485172,6.95850294,8.6212618,0,9.60557968,7.08705277,4.71564348,4.04889419,8.09341632,7.40245083,5.58497429,8.68248537,7.81398031,9.18322304,6.67814834,7.51907226,0,9.3744982,3.64891592,9.10661765,1.06495088,0,0,5.77769279,2.4186405,8.63557116,0,8.39773725,6.84724733,7.26600062,0,5.4538397,0,5.55428698,0,8.330463,6.62164193,0,4.8640673,5.94692671,0,7.34739093,7.31016435,0,7.66478697,7.10233854,0,0,0,0,0,0.939765179999998,0,1.36217317,10.30286955,0,7.57621025,0,0,8.30202764,0,0,8.96341088,0,0,0,0,7.53572659,0,9.5541735,0,0,5.75203593,8.46445368,0,0,0,0,0,0,0,0,0,0,7.52929998,0,0,8.62215956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"317","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_G7",1,9,0,9.31752844,13.03518568,14.745243963,10.67375713,12.08635831,11.3010214,9.84588225,12.73283147,11.18132208,13.22244332,14.033557874,12.26167956,8.46033531,12.29439912,13.21729382,11.75068921,8.03258605,9.71885165,11.27532836,9.45259102,8.90189397,8.29967637,7.69339998,7.84101582,11.65281415,4.31119481,7.95703743,0.204347049999999,10.2567783,7.82674665,10.55422298,10.74906204,0,9.11044972,6.77541277,7.87081323,8.25589127,7.49335017,6.74244939,0,0,0,7.98923902,10.58359694,0,0,8.4060393,12.07117697,9.71900368,8.5639219,9.4287545,0,8.67013155,0,0,0,0,0,5.62826574,9.87559753,5.59604711,0,10.11833632,0,6.83298726,10.14419152,7.71802076,9.32967817,0,5.12287701,0.299310009999999,0.592092640000001,1.69866062,0,4.52948288,0,0,2.72531683,8.34493182,0,4.61708863,8.74013415,0,7.79747707,3.03394146,6.22607323,0,0,9.16741695,0,8.21675437,0,5.1185772,7.30150898,8.58184331,0,0,9.32418824,0.254945620000001,0,1.1871567,0,10.07630043,2.3989949,12.49031631,8.80508638,0,0,0,10.65620292,0,5.26184986,0,0,0,0,0,11.58858495,0,0,0,0,0,9.16490089,9.37614071,0,0,0,7.75901433,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41793747,0,0,0,0,0,0,0,0,0,0,0,0,3.25512515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"60","blood","RUS013","blood","blood.RUS013.blood","blood.RUS013.blood.FR","blood.RUS013.blood.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_BL_MAIT_5OPRU_B12",5,5,0,11.98120456,12.99230214,15.038112209,10.92828601,14.027864233,11.43341186,11.31267158,12.90423173,11.51946172,10.63352128,11.94758132,12.93203983,11.33774033,12.80257859,10.64928994,9.60831558,11.89269654,0,9.86665299,0,9.50591162,4.94651878,4.28937108,7.03378042,10.15893972,3.89947732,7.9118257,4.69350651,8.59028208,7.02302291,8.67431618,8.57781171,7.86543453,8.2522539,7.69920406,9.37560937,10.3090309,9.2104277,8.61263594,8.68726689,6.78931057,3.91220011,0,8.71890587,8.58131253,3.99603941,7.33597372,6.19473508,8.14665041,8.1138017,7.1839816,9.13935561,8.37830791,6.0364156,6.55630474,0,8.40173323,0,6.40140831,7.55791059,1.12147345,0,7.88980917,9.64391126,4.95801881,9.49887595,6.0960779,1.56250865,0,0,8.01473388,7.6531558,2.55437158,9.17430172,5.1066748,0,0,7.94915145,0,7.32076955,6.39352803,8.20891985,0,8.77197333,6.08743956,2.24331477,8.5894921,7.1906239,10.32389833,8.6156463,3.11151909,0,4.35443838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79035626,0,0,8.53454363,7.8212487,0,7.12307217,0,1.99427919,0,10.82038884,0,9.11117794,0,0,0,0,0,1.61620802,0,0,0,0,0,0,8.29977191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742981600000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"469","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_2W-UI-CO-DESC-LPL_MAIT_5OPRU_G3",6,6,0,9.41606884,13.17060657,14.21994439,11.06380968,13.50665718,6.84203745,9.58974829,13.08164923,6.7722917,9.33837024,13.92592312,10.79491122,11.18510255,11.09563146,9.60802637,8.70128107,8.37498207,10.71798366,6.46804461,10.81920823,7.16907116,8.97087258,9.14160289,7.42542899,0,4.72098847,8.92240877,10.05149056,8.55045686,7.6888949,8.44969031,8.15307059,8.13965587,8.46330865,7.00777728,9.59883397,8.59970443,9.57500291,7.92426971,0,8.29724101,5.00078749,7.84839912,8.64505296,0,5.48653508,8.84428009,7.39939481,7.75849368,7.47383402,8.86862733,0,9.18105012,8.58179742,4.96516059,8.42366041,8.11789811,0,5.21876397,8.31949088,7.83303055,4.5411598,7.237869,7.47421504,0,9.50478098,4.96560594,8.86428448,3.97314285,6.83302273,5.52848065,6.25870621,5.18206271,0,0,6.67821468,9.2177426,10.35030004,9.5709935,9.78541245,0,7.23440402,0,6.77733539,0,0,1.46891644,0,0,0,6.47933266,0,0,0,7.33258751,0,0,8.69745868,0,0,2.61715026,2.1560355,0,0,0,5.76421231,0,0,0,0,0,0.558989270000001,0,0,0,7.96454212,0,9.96521915,0,0,0,0,6.57513965,8.92010708,0,0,0,7.3073394,0,0,0,0,0,0,7.70748415,8.24003564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"91","tissue","RUS010","infl","tissue.RUS010.infl","tissue.RUS010.infl.FZ","tissue.RUS010.infl.","FZ_RNA_UCM_HU_20211027_P1_SEEP05_CH_JD_RUS010_1R-I-CO-ASCN-ALL_MAIT_5OPRU_E2",1,1,0,7.04331369,12.07845174,13.50599695,10.57643749,11.26687887,9.44751799,8.9218301,11.03103219,9.91241416,10.02107331,14.812617536,11.13286781,5.5907164,10.96655657,10.08591072,11.29663287,9.44207593,7.9818911,8.15299175,8.29135968,6.74529209,9.29572118,9.69428638,9.06017424,0,4.81100138,8.51447592,8.24499061,8.5414384,0,8.96063664,0,7.25872056,0,5.97153619,10.18434,6.72208191,9.52374783,6.40271375,6.08067474,0,5.18265615,7.9357409,8.55411,0,2.82916567,9.42448061,5.49175955,8.78231766,5.88623041,6.37277125,0,8.29384313,3.36446251,7.66049795,9.06765449,4.76804457,6.6678051,5.12014045,3.65343324,3.51557147,0,0,0,5.35219213,0.687393530000001,6.14285413,10.58456486,2.06379647,5.92023034,8.1747274,7.78098109,7.32510023,12.10456464,3.27548991,7.28916672,10.10563704,9.92644254,0,0,0,6.41686802,5.92544815,6.54751252,0,3.55830638,11.49810348,4.62929062,7.42088791,0,11.06091149,0,9.8577094,0,0,0,0,0,0,0,0,2.57531498,0,0,9.47974682,0,0,0,0,0,0,5.62798839,0,0,6.85272576,0,6.89667103,10.29647114,0,0,15.046442251,14.621302463,6.14398902,0,9.07132611,0,0,0,0,0,0,0,0,0,0,7.10946285,0,0,0,0,0,0,0,0,0,0,0,7.545436,6.91147311,0,0,0,0,0,0,3.4061244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"140","tissue","RUS010","uninfl","tissue.RUS010.uninfl","tissue.RUS010.uninfl.FZ","tissue.RUS010.uninfl.","FZ_RNA_UCM_HU_20211027_P1_SEEP05_CH_JD_RUS010_2W-UI-CO-SIGM-ALL_MAIT_5OPRU_E8",1,1,0,10.56754758,12.52795351,12.86901522,8.43321387,12.48868711,9.21387531,9.71036718,13.03418034,9.91809839,9.11736693,13.26722143,11.25814936,7.35086577,10.74976861,10.22425272,7.10765319,9.11602362,0,8.34187983,0,8.59271228,1.35292905,4.48720925,8.11723434,0,2.8075184,0,9.43187606,6.1244455,6.45808915,9.9979054,7.27893082,9.31998657,8.28752497,6.59611018,7.50298963,8.74103456,6.53778532,5.07311106,0,9.66799894,7.09253756,9.14799991,9.11744353,0,2.47292774,9.7294704,7.38496882,9.72396016,7.87626321,8.54843349,0,10.39276663,8.16458158,6.20815214,6.90073241,7.29687156,6.30514939,5.08444895,8.76758763,6.60556597,2.65318125,0,0,6.67243798,9.49795838,0,8.24972761,0,4.18470003,8.24661142,5.92316302,7.37698643,6.89717752,6.6150095,6.39874408,8.48767952,9.36534453,8.3823852,0,5.51453972,3.66699126,7.09074288,6.42701931,6.45778803,5.20903037,6.50748542,0,0,6.89499079,0,0,9.10562589,7.14264155,0,0.32228731,0,7.50644341,0,0,0,0.97318186,0,0,0,0,2.16602173,0,0,0,7.67897468,0,0,0,0,2.14837537,0,10.36212031,0,0,9.04774816,8.35963145,7.29101445,7.57334765,0,0.843024589999999,0,0,0,0,0,12.97103618,6.20849743,0,0,0,0,0,0,0,0,0,7.61776335,8.28987886,0,0,0,0,0,0,0,0,0,0,0,5.47052277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"390","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_3R-I-CO-RECT-LPL_MAIT_5OPRU_G9",6,6,0,10.69464378,13.71342406,14.228057231,12.14833351,12.82033891,9.76887156,9.52922792,15.002161548,10.33075734,11.21863306,15.743420984,12.12676887,10.32113027,11.72565114,9.27908191,8.43805473,10.30690974,9.45548896,9.29824974,9.31766928,9.12292742,7.63737846,7.8277687,8.22601246,8.06227497,5.4568803,0,9.46005211,8.89887226,8.50019018,9.8767905,7.70520885,8.72249124,0,6.4081365,8.12043315,7.70808567,7.50042688,8.07272802,5.5661676,8.75977336,5.60174639,8.53104368,9.46583168,7.77947466,3.05599686,9.05450818,9.51486369,8.10348112,9.13146212,7.03596343,0,8.73287174,7.41495365,4.69912194,8.63172887,8.69331907,5.94455811,6.16036601,8.51772658,7.77272023,8.44280819,7.92915699,0,0,8.30204451,3.83927191,8.78348394,2.29438452,0,7.4009545,4.8533973,6.32514731,6.47530437,2.87969583,8.46684961,6.36382848,0,9.49878892,0,0,5.72883655,0,0,7.62987456,0,1.11798088,5.75666644,0,0,6.97746674,0,9.17686436,6.69858195,6.20023452,0,0,0,0,0,0,1.94974052,7.08182549,0,10.81517503,0,0,6.07942862,0,0,0,5.01334519,0,0,0,7.27459766,5.54059573,9.9662978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510403230000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"59","blood","RUS013","blood","blood.RUS013.blood","blood.RUS013.blood.FR","blood.RUS013.blood.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_BL_MAIT_5OPRU_A12",5,5,0,11.72170532,11.69563361,14.930049839,9.96966182,13.97102325,11.13986184,9.45141346,12.3897319,11.26683263,9.45988733,11.51080147,11.4752264,10.49747051,11.33879821,10.79933747,10.00415951,12.1937175,7.33952744,8.66540414,0,9.61328845,6.37217629,0,8.81047639,9.75217951,4.1310763,9.35369129,7.47152103,0,8.53856191,7.64439222,8.68437825,7.25726276,7.73328739,7.24113224,8.95631168,9.41203172,8.612475,4.85628819,6.18052119,6.96641487,4.94542621,8.34025571,7.59759721,8.84193003,0,7.78254785,9.64593609,0,8.99164079,6.22017798,8.84350306,9.57151902,7.04515459,5.38368047,8.65943914,6.79550728,7.92960623,1.76045433,8.84462679,6.95523546,0,9.8641029,7.83731043,3.25002244,9.24161017,0,8.14502514,0.742929109999999,0,7.13213205,6.83482822,4.39022077,7.58714178,0,7.29457569,0,0,8.99175545,9.28126927,0,6.70122457,4.22192655,8.49474592,6.70658831,1.3914872,6.83975164,5.70751737,6.73591688,0,0,0,0,0,0,0,0,0,0,2.88281159,3.95715315,2.43373347,0,0,0,0,0,5.88335475,0,0,0,7.41596828,7.33545263,5.81256807,8.89226979,0,6.44915234,10.18142225,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38001178,7.23858049,0,1.89891623,7.57447037,0,0,0,0,7.47154346,0,0,0,0,0,0,0,0,0,0,0.257301510000001,0,0,0,5.60922835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
