"","cellSource","probe","age","SPA","SPAM","SPAMcell","cellType","kmeans.cluster","kmeans.cluster.1","ADAMTS2","CD3E","RPL13A","FYN","B2M","RAC2_1","RAC2_2","CXCR4","CD44","CD53","IL7R","TGFB1","JAK1","CDC42_2","GAPDH","CDC42_1","CD52","TNFAIP3","STAT5B","NFKB1","HIF1A","ZAP70","TNFRSF1B","IRF1","CD28","FURIN","CTNNB1","CD8A","STAT3","TCF7","TGFBR2","LY6E","ITGB2","IFNGR1_2","STAT4","RAC1_2","IL25","FFAR2","RAC1_1","THBS1","ITGAL","ANG","REG3G","BCL2","IFNGR1_1","IFIT3","CCR6","F2R","CMA1","CCR2","CXCL10_2","CCR3","CCL24","IFIT1","CCR7","CD40","CXCL2","IRF9","IL12RB1_1","PDCD1_2","PTEN","MMP28","GSK3A","CTLA4","IFI44","IL1B","ICAM1","CXCL10_1","IL22","HMGB1","FZD1","RORC","TPSB2","STAT1","TNF_2","ITGB1","SOCS3","IFNAR2","ISG15","JAK2","GATA3","PI3","CCL8","ICOS","NLRP3","IFI44L","CCR5","ITGA4","CXCR3","TNF_1","CCL3","IL4R","CEACAM1","C3_1","IRF2","LGALS3","CAMP","C3_2","LRP6","NR4A1","IL12RB1_2","BCL6","VAV1","IRF4","F2RL2","ZEB2","GRN","VEGFB","FNDC4","WNT1","TNFRSF1A_1","TNFRSF1A_2","OSM","GSK3B","TBX21","TYK2","IFNAR1","CCR4","IRF7","CFH","IL2RA","EGR2","CSF1","FOXP3","PTGES2","APP","PDGFA","TRAF3IP2","PDGFB","CSF2","CCR1","IFNG_1","IFNG_2","TSPAN2","TRAF2","EGR1","CD4","AREG","CD274","IL17A_1","PPARA","IL26","FGF9","AIM2","MMP9","TGFA","HLA.DRA","LEF1","MMP25","CRISPLD2","IL17A_2","ATOH8","SDC1","P3H4","TNFRSF21","HGF","NPNT","PPARGC1A","IL3","RHO","IL21","HMOX1","JAG1","PDCD1_1","TGFB3","IL1A","ENG","IL10","IGF1","IL2","C5_2","VEGFA","C5_1","IL4","HBEGF","MMP2","IL5RA","MMP24","FGFR2","CXCL9","IL7","CSF1R","DEFB1","ECM1","EGFL6","F13A1","IL5","LRP5","PPARG","SYK","VEGFC","VWF","cohort"
"447","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1W-UI-CO-SIGM-LPL_MAIT_5OPRU_E1",6,6,0,9.34145656,11.61494305,8.71640335,14.120534393,9.40022255,10.25451253,13.45667069,8.68576294,8.31810174,13.11261998,10.0019994,9.24870853,11.60401738,9.90698578,10.99140926,9.26379251,12.15977687,6.2922035,7.53876045,8.57627724,0,0,9.41495999,8.66199984,5.98438052,10.11132931,0.231339160000001,6.230852,5.12599391,8.78334801,6.17555136,7.05862976,11.10552304,0,9.99480072,9.02691218,8.7103551,8.83143129,0,9.56378928,8.6694175,5.69956281,8.94847667,10.49365052,8.44401423,7.8453111,9.95048834,8.01772879,0,5.29733505,8.42585569,4.73519743,8.56220166,7.12709618,8.51079633,6.03474034,7.12337246,0,8.16869819,4.77786396,6.70323377,0,8.8766741,8.85302411,0,7.633468,5.14674632,0,4.94626324,8.29402772,0,6.98535006,6.306326,4.30004945,0,0,0,5.47896962,3.68978529,7.78246862,4.79947197,0,7.68004088,0,0,8.33115453,0,6.10656252,3.28757348,9.11785393,6.58262405,0,0,0,0,0,0,0,0.995003629999999,0,9.25468558,5.70679414,0,0,0,7.71791561,7.00262795,0,0,0,0,0,0,0,1.45915534,0,9.71196771,0,0,0,9.34684487,0,0,0,0,0,0,0,0,6.0146848,0,0,0,6.93882844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8963332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"450","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1W-UI-CO-SIGM-LPL_MAIT_5OPRU_F2",6,6,0,8.4590846,11.43264729,10.28199948,13.8986364,9.99214319,10.37556686,12.19560208,10.32316183,11.06706365,13.50072841,9.7467647,10.12674154,10.92569037,9.29662752,10.63690283,8.5405217,14.213333818,7.89381322,9.41213639,9.14775908,0,6.41188002,9.67029463,9.06868633,6.2544294,10.63095241,5.59338992,0,0,6.98099264,7.29859942,0,7.57946565,0,9.39312584,9.06256559,8.95372864,8.79084077,9.15882383,8.50565807,9.1310106,5.43644687,9.0082914,7.39843621,8.58535866,7.41296785,9.1838758,7.64425451,0,5.86613322,8.74416223,5.53886178,8.59676989,8.12951595,7.01076309,5.77576751,8.40311077,6.82154491,0,7.4673571,6.9408568,0,8.43175146,7.74340835,0,4.44106695,5.71093608,0,8.88657644,0,0,7.02584844,0,7.9296851,0,4.39897014,6.31504552,5.69557247,7.32606082,9.49265381,4.2453722,0,6.78785598,0,0,8.04034409,0,7.92587376,5.52789415,0,7.19216025,0,0,0,0,0,0,0,7.42740567,0.324829810000001,8.47051367,6.09254287,0,1.66447628,0,0.58263883,0,0,0,0,0,0,0,0,5.28162671,0,9.46984689,0,0,0,0,7.00352198,0,0,0,0,0,0,0,0,0,0,0,0,11.91609578,0,0,0,0,0,0,0,2.1793234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85398086,0,0,0,1.10104947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"389","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_3R-I-CO-RECT-LPL_MAIT_5OPRU_G11",6,6,0,9.4492958,12.45843389,8.49811628,14.177005872,7.63360575,8.55866955,13.89124797,9.7440228,7.46041375,14.077785454,7.83696857,10.11369024,11.8910151,8.2682604,10.99930184,9.05844931,15.367434199,0,10.26916567,6.94497316,0,5.69474695,7.24172655,0,9.84292691,10.12155739,0.179383999999999,8.82384634,7.29017366,5.6831883,5.73119998,0,8.77084368,6.28123197,9.60464994,8.79643708,7.46635591,8.47980918,13.16775364,7.92396106,9.70196561,8.12878276,0,7.87799162,8.22947803,8.1383091,9.52289779,6.82150339,0,6.33118969,8.10969828,5.67327301,8.27576066,7.98889686,8.51932286,6.2250936,6.36030608,5.15972179,7.85046015,0,7.52861593,6.59624025,8.60069209,7.81004658,0.780112249999998,7.40301797,6.28584468,2.31360985,7.25689274,8.32584253,0,6.97455688,0,6.11815279,0,5.92455315,6.75921815,0,0,8.39335513,5.08433015,0,0,0,0,8.60791571,8.73402193,8.0286622,4.26520558,0,8.06302395,0,0,5.30662816,8.13205402,0,0,0,1.89800484,0,0,0,0,2.49553654,6.12578863,6.24946989,0,0,0,0,0,7.59342261,0,0,0,7.78978512,9.67412239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43929579,9.26388678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24262433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"290","tissue","RUS012","uninfl","tissue.RUS012.uninfl","tissue.RUS012.uninfl.FR","tissue.RUS012.uninfl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2W-UI-CO-ASCN-LPL_MAIT_5OPRU_D8",1,9,0,10.88732314,9.70816817,8.99592036,10.9495781,10.44314401,11.35518345,13.13023859,12.67853125,10.95232471,12.02926471,13.26257016,10.97351681,11.71927996,12.13733529,10.97651003,9.12479744,13.04410329,9.95331721,9.45523371,9.24963557,7.83035153,7.87061985,7.76810232,9.71628928,10.78420001,9.68608995,7.57471838,8.43723439,0,7.05243394,4.75865537,7.64284013,11.76774803,8.57084839,8.63795595,0,0,7.57784632,10.49074994,0,7.6525008,5.62951752,0,10.8423712,0,0,8.85026979,8.38168284,0,0,0,0,0,7.95358055,0,0,8.44386784,0,11.65085367,9.12197418,6.50897528,0,7.0277623,6.73824588,1.39441798,0,0,0,6.16229783,0,11.33137417,0,0,10.14360974,7.69341854,4.7862136,0,0.454935299999999,0,10.78972593,0,0,0,0,0,7.81379572,0,0,8.85906957,0.689205059999999,0,0,0,0,0,0,0,0,8.58009433,0,9.78515943,0,8.24318251,0,7.57367269,5.85432651,0,0,0,7.24139729,8.78513538,0,0,8.48204585,6.05736322,5.15087712,10.34721527,4.67965267,0,0,7.74138845,11.00656044,0,0,6.55882439,0,8.72995243,7.87320236,0,0,0,0,0,0,10.24820628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"357","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_D8",6,6,0,10.31843715,12.13856586,11.09505376,13.76059808,10.27992141,10.25387905,13.9132277,9.95279319,9.05148189,13.78887208,8.29320243,9.60590335,11.23367273,10.29319514,11.39267269,7.04237862,14.049843756,0,8.83449578,8.6568638,6.45613238,6.48961115,8.13302367,0,6.39803997,6.57536521,4.27978883,6.74155386,6.17595101,7.75870485,6.16977128,5.26492364,8.56791417,7.32150712,8.48287413,7.59601145,9.47778676,8.03848626,8.92490928,8.33851473,8.78291382,6.36575522,8.36766379,8.7719259,8.31701638,9.11359665,9.31832505,7.85313952,7.32034965,4.82893382,7.99301738,5.27752299,8.4426165,8.27833218,8.34682041,4.78277343,8.05240523,5.73030899,7.01379668,7.14198313,6.41930613,0,8.5537883,7.96173874,0,6.26941693,5.23825478,0,8.13852428,8.21658401,7.33848921,5.52209784,0,6.93239414,6.95915067,5.74357767,0,0,1.97311764,4.96576054,2.47570192,0,0,0,0,0,0,8.11567442,3.06478868,0,0,0,0,7.39998248,4.87664816,0,0,0,7.90440156,0,9.44253475,5.83673486,0,0.694217030000001,0,0.60625795,0,0,0,0,0,9.22944862,0,6.1129445,0.53819687,0,9.39993929,0,0,0,0,6.13412612,0,6.58327999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"399","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_1W-UI-CO-SIGM-LPL_MAIT_5OPRU_B3",6,6,0,10.5640361,13.28387228,13.17267864,15.218773685,10.44572895,10.61085574,14.688218377,12.7416359,7.71902777,13.63346781,10.79647217,11.42176771,11.85321519,12.97881151,11.55346383,8.59841775,13.87691663,10.87040152,13.06181458,11.38927385,8.07991967,8.16841187,7.60944061,0,11.73147292,9.72967182,6.98937979,7.46650564,8.82560174,0,0,6.82547084,10.98831874,12.16969234,8.31442443,8.14301318,7.31047442,8.1485205,11.76982411,0,3.1133365,8.16611742,0,10.66154707,8.77547814,9.36433863,0,8.24282213,0,7.38565085,7.96625331,1.71420742,8.32611963,10.30995662,7.61267447,1.99139365,6.49157181,0,10.61687108,0,0,0,10.04369677,8.15484723,5.40676547,0,8.06598599,0,6.2505253,2.12416112,8.65686436,0,0,8.69509876,0,2.48779999,0,6.36260689,7.26018623,0,3.11159773,5.94082329,0,0,5.41473946,0,0,6.68869058,7.77875213,0.53358253,9.26353699,0,0,0,9.16124475,0,0,0,0,0,0,0,8.11915834,0,8.76007413,6.82042104,8.06848492,0,0,0,0,0,0,0,4.17519399,0,11.55170714,0,0,8.93930821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688898609999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"194","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_1R-I-CO-DESC-LPL_MAIT_5OPRU_C2",1,9,0,12.02299072,13.30190331,10.90662277,13.77113971,12.02603106,12.96410239,14.25726658,9.90208131,10.52685695,14.254259349,11.35517396,11.54441211,12.79316389,12.47086109,12.01771289,10.64693906,15.1022711,10.17830306,10.24019583,11.37907745,7.01713762,9.56442606,9.50332044,11.12042941,10.81268703,0,4.505174,9.91526436,0,8.17186707,8.31537916,8.50864472,13.61584696,8.21341482,10.67714031,0,0,9.75075562,8.67666402,9.93275523,0,8.14074178,0,12.74637118,0,0,0,0,0,0,8.10532652,0,7.90028464,0,0,0,7.89059427,8.68997489,9.81393003,0,0,6.57887155,7.53070457,0,0.223735869999999,0,0,3.40947859,0,0,0,0,12.54983526,0,8.69978692,7.44365212,0,5.48270496,4.81864955,6.05501239,0,0,8.87980154,0,0,9.54326518,9.07717786,7.29563641,0,0.76394328,0,0,0,8.69802246,0,0,0,0,10.33924917,2.46971353,0,8.90201453,10.13432949,0,9.07860852,0,8.96941832,0,0,0,0,0,0,8.44019176,7.9839805,8.76124565,10.34844642,0,0,0,0,0,0,0,0,0,7.77266722,0,0,0,0,0,0,0,0,0,9.04553931,0,0,0,0,0,7.51322344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"433","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_2W-UI-CO-DESC-LPL_MAIT_5OPRU_H4",1,1,0,0,12.06374976,10.58311361,14.420970956,9.85588723,9.62633231,12.97468311,9.29775179,7.20879716,13.22867149,6.87760235,9.60474186,11.27190813,11.44602094,11.34268042,7.18281111,10.64186904,9.93008969,11.1254453,6.73096567,5.7850823,5.04030947,8.22311902,9.94417421,8.08038785,0,5.2782303,7.74262862,6.58635189,8.26970428,4.85082955,0,10.79188832,9.14443731,5.79142004,9.02351462,8.55618439,5.90322279,9.62099281,0,8.90528544,7.18260372,2.16019947,10.7399286,8.51674668,8.67497625,9.10051891,8.84494428,0,7.35771629,7.79295242,0,8.65627874,7.2669064,0,2.60881174,8.0274743,0,1.55324326,9.52785562,4.53371972,0,10.20904958,10.92664119,6.21648537,0,8.88515373,3.34389714,7.08792646,0,10.17170378,0,7.60663956,5.02773313,0,5.03232298,0,4.73743366,7.93774232,0,0,4.99648558,9.73931443,6.09688467,6.63297806,0,6.1262927,5.54511549,5.10986667,4.95318408,6.36895813,2.53727231,0,0,8.1228194,0,0,0,0,0,0,0,8.18705792,3.439681,10.07314184,0,0,0,0,0,0,0,0,0,5.58202492,0,11.31862962,0,0,5.79715954,0,0,0,0,0,6.95046484,0,0,0,0,10.11051352,10.1660302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408405770000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723012860000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"364","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_H6",6,6,0,10.34313982,12.18761289,10.43711987,13.74023574,9.7384701,10.25152332,12.82468834,8.93681784,9.65493617,14.064748034,8.95460335,10.1758162,9.90589191,11.16297061,10.10980169,9.28546845,15.085161834,7.81950472,8.97539598,9.06405114,8.29668615,7.79322792,5.64033557,0,11.62361459,9.81124644,5.50797856,8.52242161,5.7091664,9.615861,0,0,10.1570598,3.84552601,8.9331453,8.90883621,8.46419174,8.73630861,8.94908591,0,4.45994001,4.24124129,7.04171308,10.14247164,8.26196754,7.59036112,8.53689102,7.54731501,0,4.37314786,6.55769445,2.48807217,7.50219754,7.80633402,6.78494939,5.3199896,6.64046934,6.24596837,7.9652885,0,6.74201939,0,9.81194318,8.66240696,0,3.86813101,5.05249004,0,8.07795045,8.7375342,0,6.19942525,6.47711078,5.72865087,0,3.99419637,0,2.04216135,0,0,0,0,0,0,0,0,7.75269329,6.22974668,0.164880920000002,0,8.08668499,0,0,4.44530821,0,0,0,0,0,0.917778989999999,7.68844047,0,7.89996322,1.1647583,6.96820547,4.37858711,0,0,0,0,6.62502079,7.57066099,6.52185658,0,0,6.17437856,9.59865886,0,0,0,0,6.31247878,0,0,8.22989262,9.05790649,5.49365161,0,0,0,0,0,0,0,0,0,4.23117445,0,0,0,4.26383145,0,0,0,0,0,0,0,0,0,0,0,2.97212915,0,0,0,0,0,0,0,0,0,0,0,0,2.63793503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"374","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_3R-I-CO-RECT-LPL_MAIT_5OPRU_A10",6,6,0,9.67929654,11.5360649,10.71045304,14.390631205,8.72308425,9.37895204,14.388195939,10.20243841,9.96245275,14.151510227,10.5227313,8.34603945,10.82412006,9.29940042,10.24394145,0,12.48495692,7.71687455,7.92616607,9.85092415,8.6044318,6.02191577,4.66246266,6.77873246,10.1409662,9.1237885,6.64755847,6.90373187,5.33869081,7.66547528,6.67668182,0,11.17822631,0,9.08374884,8.43014105,9.2328858,8.19198007,9.52646384,0,6.92905809,4.84146658,7.46184969,10.71091025,8.2339731,8.23057013,9.42382803,5.85024934,0,4.75846246,7.90949737,4.44566768,7.97096406,6.6682741,6.87025612,4.00181741,6.76983812,4.31349287,9.21504677,2.14638355,7.26609202,6.66489636,8.55654908,8.60325295,0,5.81998517,5.7038378,0,8.06307547,8.8560604,0,5.03600176,7.03240804,7.8002616,0,5.21625271,0,3.60461235,4.23197201,7.10714958,3.16449729,0,0,0.142770989999999,0,8.4075151,0,7.86548516,4.53658959,0,0,0,0,0,6.53458771,0,0,0,0,0,7.82602197,0,0,1.52286402,0,0,6.79805638,0,0,5.98025997,8.06449034,0,6.35353764,0,0,4.83093035,9.1393782,2.81486856,0,0,0,0,0,6.88820735,7.04913706,0,8.23904271,0,0,0,0,0,0,6.79641891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"225","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2W-I-CO-ASCN-LPL_MAIT_5OPRU_E11",6,6,0,10.44780293,12.08096258,11.01734215,12.34657331,10.26708581,11.12524752,13.89896173,11.84139569,10.73589614,14.461088413,11.23082756,9.83361468,12.17866314,11.11656576,11.55293709,0,14.663196838,7.86140385,8.26551133,8.00044427,9.52052691,8.11864184,8.87683659,9.09305884,9.64685233,10.05622186,6.77505741,0,0.932588890000002,6.43989143,6.80060182,0,11.57809603,0,9.79094211,9.69573143,10.16039751,8.7338637,8.38333771,0,9.46298877,7.70706069,8.03734413,10.74301113,8.27807609,7.42414311,9.34008451,9.5723715,0,8.73145641,8.67187431,4.49240381,7.36426954,9.0556996,0,6.14498639,8.46676212,0,9.23925095,9.70242286,7.48444958,0,7.6867008,10.03828552,0,7.88222197,7.27495794,3.85159263,0,0,0,7.51948558,0,11.11431065,9.80858255,0,0,0,7.22028374,3.89065593,0,0,0,1.84889009,0.772822059999999,0,9.14914709,8.19984465,9.96077545,0,0,1.02273858,0,0,0,0,0,0,5.08134854,0,0,6.99091585,0,0,0,0,7.69167167,0,0,0,0,3.83346981,7.17440718,0,1.78273616,0,10.6701136,6.5825353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46201743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51552684,0,0,0,0,0,0,0,0,0,0,0,4.65737306,1.96930595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"146","tissue","RUS010","uninfl","tissue.RUS010.uninfl","tissue.RUS010.uninfl.FZ","tissue.RUS010.uninfl.","FZ_RNA_UCM_HU_20211027_P1_SEEP05_CH_JD_RUS010_2W-UI-CO-SIGM-ALL_MAIT_5OPRU_G8",1,9,0,9.63566197,11.6270737,9.4073636,12.86852934,8.55040987,9.29792399,12.67085629,7.28059355,7.96524025,12.41850859,9.02181198,9.41887429,11.31522643,9.81003534,10.3372122,12.06304055,13.11518781,7.91080243,8.24982104,7.05398631,8.44170918,5.86611414,9.64449079,8.44000386,8.73568436,8.57350015,1.0424597,6.1800476,0,6.38462085,4.84518743,0,10.95298214,6.38884879,10.14930309,0,7.63786398,8.97141614,8.69534866,9.05740912,8.09215381,6.98452647,7.79429371,9.98535638,7.66185094,7.45536749,9.42405463,6.8792458,0,8.39536579,0,0,8.48618341,0,0,3.1001886,0,6.88652126,9.05151111,5.71641751,5.21391909,0,8.53749154,8.89407386,6.4397224,0,6.94797618,3.27550855,9.37818311,0,0,2.53122988,10.27879761,6.91126892,9.69788063,5.34881092,4.47201372,4.95165488,7.30947312,0,0,5.13749312,9.61392861,0,6.03725756,7.91365758,6.30952211,0,7.01181479,6.18922526,0,0,0,6.03385555,5.34494883,0,0,0,0,2.47833256,0,0,0,2.64403912,8.49548889,0,0,0,0,0,0,0,0,7.40296455,2.96936358,0,10.00757643,0,0,0,10.00265456,6.86649607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.37013877,0,0,0,0,0,0,0,0,9.78970483,0,0,0,0,0,0,3.07885253,0,0,0,0,0,0,0,0,0,0,0,4.63430845,0,0,0,0,0,0,0,0,1.13827593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"341","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_3R-I-CO-RECT-LPL_MAIT_5OPRU_F11",1,9,0,10.32030182,13.00552965,9.51193056,13.70756168,7.48266658,7.79642894,13.50534492,8.74814879,10.33281347,13.36951556,10.6397591,8.01179145,11.93838826,10.05664802,11.52044934,8.87421919,13.58232577,9.12261652,9.13313777,8.72811039,8.46411272,7.6865404,10.41372197,8.61628135,9.89096976,8.14611182,5.35579359,8.37217014,6.31290136,0,8.97283338,0,10.3847173,8.26725425,8.12496103,0,6.1390307,7.98550972,7.36143926,0,8.10642734,6.79805354,8.48611331,9.94792747,9.38504566,8.90123604,2.42425131,7.88267363,0,3.15111497,8.67251859,0,8.66430102,10.82333378,8.84047882,0,6.44907853,6.61235276,4.18636199,8.20342212,2.99281316,0,7.23122645,9.34381979,5.18770946,7.2299022,5.33406873,4.78780835,8.1060699,7.36969877,7.96940643,0.39590965,0,9.74473431,10.65612748,6.00918362,0,7.18119602,5.76578961,0,0,0,0.76551267,0,6.41911669,7.06863792,0,0,9.38746817,0,7.68704781,0,4.33789468,0,7.03215129,0,3.78998685,0,7.92834073,0,0,0,0,2.79406602,0,0,0,0,0,0,0,0,0,0,8.61386891,7.7386887,11.3411522,6.03631153,0,0,0,0,1.69280631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44535531,0,0,0,0,0,0,0,0,8.95922662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"440","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1W-UI-CO-SIGM-LPL_MAIT_5OPRU_B3",6,6,0,10.00259238,13.26622122,12.04037662,15.19689317,8.12347537,8.60757917,14.366819091,11.76933783,9.43592539,13.52623372,9.78203239,9.86669359,10.97616528,11.36493804,10.78775784,6.39409789,15.606970327,7.92078328,11.37136875,8.70681786,8.87377898,0,9.33758474,10.27168607,10.23754222,9.70047282,7.43653616,8.51795057,6.01353398,0,7.28265049,8.77008172,9.16386319,9.66171435,2.768219,7.29682918,6.67563152,4.05906505,9.5262689,0,7.82959163,7.02943481,0,8.94304695,8.67467148,8.23455784,10.01438089,8.43504222,0,5.22676415,8.62105327,5.11974696,7.6347268,10.48369595,9.01900264,5.76614093,7.61936075,0,5.44126045,0.559533859999998,6.46747278,0,9.14195515,9.03544448,0.31094319,8.92855594,5.42409494,0,9.37666086,6.51842406,0,6.28433733,9.31340707,6.55782666,10.47390239,0,0,0,4.51559903,0,3.56781012,0,0,0,0,0,0,6.34074657,4.05843839,0,7.57718464,0,0,7.69591614,6.40448862,0,0,0,2.61515431,0,0,0,9.40329438,1.73940672,0,5.80473623,0,0,0,0,0,0,0,0,5.37719417,8.29094873,9.58632062,6.9501228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51405604,0,0,0,8.20421299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01009339,1.58724155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
